mattr_10,msttr_10,mattr_20,msttr_20,mattr_25,msttr_25,mattr_30,msttr_30,mattr_50,msttr_50,mattr_75,msttr_75,mattr_100,msttr_100,hdd,ttr,mtld,response_start
0.9888888888888887,1.0,0.9875,1.0,0.9733333333333333,1.0,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.0,0.9629629629629629,204.11999999999972,"Common symptoms of diabetes include frequent urination, excessive thirst, increased"
0.9857142857142858,1.0,0.9624999999999999,0.95,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.0,0.9130434782608695,74.05999999999996,"A butterfly's life cycle has four stages—egg, larva (caterpillar), pupa"
0.9727272727272728,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.0,0.95,111.99999999999991,"Crop yield variability is influenced by soil quality, weather conditions,"
1.0,1.0,0.9249999999999999,0.95,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.0,0.9130434782608695,74.05999999999996,"Best practices for soil fertility management include crop rotation, using"
0.9568592057761705,0.951785714285714,0.912499999999996,0.9196428571428567,0.8963265306122438,0.8945454545454545,0.8840823970037439,0.8722222222222223,0.8432295719844344,0.8436363636363637,0.8038991138377655,0.8114285714285716,0.7742672413793104,0.774,0.8625469206792932,0.5914742451154529,151.42218959072778,The first thing you notice about Sylvalore is the hush—not
0.9625,0.9580645161290321,0.9130952380952388,0.9133333333333333,0.8952249134948078,0.8933333333333334,0.8807511737089229,0.8900000000000002,0.8377272727272722,0.8366666666666666,0.7992189679218955,0.7899999999999999,0.7721495327102809,0.7600000000000001,0.8381341545379859,0.6038338658146964,114.30272405411118,"Through the Ashes of Vesuvius,Eruption of Mount Vesuvius, 79 AD,Livia,"
0.9554687500000005,0.9384615384615386,0.9173728813559328,0.9333333333333335,0.9072566371681412,0.8879999999999999,0.899074074074075,0.8750000000000001,0.8461363636363642,0.8200000000000001,0.7932275132275133,0.7866666666666666,0.7718421052631578,0.75,0.8561702632443289,0.7299270072992701,142.0356756756757,The trolley problem presents a runaway trolley heading toward five
0.96608695652174,0.9666666666666668,0.9314285714285725,0.9250000000000002,0.9188000000000004,0.9199999999999999,0.9105263157894723,0.9,0.876,0.86,0.8322666666666666,0.8133333333333334,0.7748,0.79,0.8689368961575388,0.7419354838709677,134.54000000000002,"It begins as a scent—baked earth after the rain, or"
0.9842592592592594,0.9818181818181819,0.9520408163265315,0.95,0.9376344086021511,0.91,0.9215909090909086,0.8888888888888888,0.8797058823529413,0.85,0.8620155038759687,0.8266666666666667,0.8405555555555554,0.83,0.8998968939954031,0.8205128205128205,182.51999999999998,Consider Mary Shelley's Frankenstein and Rupi Kaur's milk and honey.
0.9552380952380959,0.9545454545454547,0.9073684210526325,0.9099999999999999,0.8848888888888887,0.9099999999999999,0.8576470588235293,0.8333333333333334,0.771384615384615,0.81,0.7086666666666666,0.7466666666666667,0.672,0.68,0.82247592909289,0.6666666666666666,81.20568570155021,"Photosynthesis is the process by which green plants, algae, and"
0.98989898989899,0.99,0.9679775280898881,0.97,0.9628571428571424,0.97,0.9611814345991565,0.9666666666666667,0.9488135593220334,0.9299999999999999,0.9266666666666672,0.92,0.9011111111111112,0.89,0.9348329616793496,0.8888888888888888,272.1599999999999,Communication in the digital age has evolved from static emails
0.9437500000000003,0.9416666666666668,0.8833333333333343,0.875,0.8569072164948456,0.8600000000000001,0.8365942028985501,0.85,0.7861111111111114,0.77,0.7344680851063828,0.7066666666666667,0.6972727272727272,0.69,0.8270458651744916,0.6942148760330579,80.96323529411765,Formal: Quantum entanglement is a quantum mechanical phenomenon wherein two
0.9696202531645572,0.9625,0.9224637681159423,0.8999999999999999,0.9056250000000007,0.88,0.8909604519774003,0.9,0.8487179487179486,0.82,0.8038095238095236,0.8,0.7954545454545454,0.7954545454545454,0.856225264451323,0.7954545454545454,120.46222222222221,Scientific: A sunset occurs when the sun dips below the
0.9563829787234045,0.95,0.9214285714285717,0.9099999999999999,0.9093670886075955,0.9,0.8968468468468466,0.8888888888888888,0.84,0.8300000000000001,0.7990804597701151,0.76,0.76,0.75,0.8541751102921552,0.7475728155339806,88.06650237985568,Lifelong learning is not merely a virtue; it is a
0.9857142857142862,0.9777777777777779,0.9371621621621629,0.975,0.906666666666668,0.92,0.8828124999999997,0.8777777777777778,0.8154545454545455,0.84,0.7529824561403506,0.76,0.7311827956989247,0.7311827956989247,0.83842284331592,0.7311827956989247,96.86880000000001,"The theory of evolution, proposed by Charles Darwin, explains how"
0.9694736842105268,0.9600000000000002,0.927058823529412,0.9099999999999999,0.9065000000000003,0.9199999999999999,0.8862222222222219,0.9,0.8170909090909091,0.8500000000000001,0.7648888888888892,0.76,0.718,0.71,0.8327398196921127,0.7019230769230769,94.97222222222221,Black holes are regions in space where gravity is so
0.9678160919540235,0.9555555555555555,0.9259740259740276,0.925,0.9066666666666673,0.88,0.8855721393034819,0.8777777777777778,0.8102127659574472,0.8,0.7448484848484846,0.76,0.7291666666666666,0.7291666666666666,0.8335060495042619,0.7291666666666666,97.62461538461538,A smartphone is a small computer that fits in your
0.9812500000000002,0.9600000000000002,0.9296511627906979,0.9400000000000001,0.8987654320987661,0.87,0.8723684210526308,0.9222222222222222,0.8067857142857146,0.77,0.7286021505376342,0.6933333333333334,0.6716666666666667,0.66,0.8101344441088343,0.6476190476190476,70.54193712151431,Plato and Aristotle were ancient Greek philosophers who had different
0.9705882352941173,0.9777777777777779,0.9333333333333336,0.9125,0.9154285714285724,0.8933333333333334,0.8979487179487176,0.888888888888889,0.8520000000000005,0.88,0.7793333333333334,0.7866666666666666,0.7553191489361702,0.7553191489361702,0.863998463509306,0.7553191489361702,107.56869565217394,"Volcanoes can significantly affect the Earth’s climate. When they erupt,"
0.9690476190476186,0.9800000000000001,0.9296875000000002,0.925,0.9022222222222224,0.94,0.8651515151515151,0.9333333333333333,0.8,0.8,0.803921568627451,0.803921568627451,0.803921568627451,0.803921568627451,0.8328171268507407,0.803921568627451,72.82800000000002,Hey! I’m here and ready to chat with you. I
0.9810344827586204,0.9666666666666668,0.9406250000000004,0.9499999999999998,0.9237209302325583,0.9199999999999999,0.9008771929824562,0.95,0.8233333333333335,0.84,0.8208955223880597,0.8208955223880597,0.8208955223880597,0.8208955223880597,0.8816059562328222,0.8208955223880597,104.74333333333337,Of course — I’m really glad you reached out. It’s
0.9918032786885245,1.0,0.937254901960785,0.9666666666666667,0.9243478260869572,0.8999999999999999,0.9146341463414631,0.9,0.8428571428571429,0.82,0.8,0.8,0.8,0.8,0.8554069920104187,0.8,98.00000000000003,"If I could pick a favorite, it might be The"
0.9833333333333331,0.9833333333333334,0.9534090909090907,0.9333333333333332,0.9435897435897442,0.94,0.9401960784313724,0.9,0.9100000000000003,0.92,0.873015873015873,0.873015873015873,0.873015873015873,0.873015873015873,0.9039812646370037,0.873015873015873,138.91500000000002,"I think I’d love to visit Kyoto, Japan. There’s something"
0.9716666666666666,0.9833333333333334,0.9529999999999998,0.9500000000000001,0.9431111111111116,0.9199999999999999,0.9308333333333332,0.9166666666666667,0.889,0.88,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.9178341031415801,0.8695652173913043,148.11999999999998,A cozy evening with friends would feel like a warm
0.9732558139534886,0.9666666666666666,0.9289473684210533,0.9125,0.9121126760563387,0.9199999999999999,0.8949494949494943,0.888888888888889,0.841304347826087,0.84,0.798730158730159,0.8133333333333334,0.7894736842105263,0.7894736842105263,0.8645592070053375,0.7894736842105263,126.35000000000002,"The forest stood in hushed stillness, as if holding its"
0.9887640449438202,0.9888888888888889,0.9575949367088615,0.9624999999999999,0.9427027027027035,0.92,0.931400966183574,0.9333333333333335,0.875918367346939,0.9,0.8194444444444442,0.8266666666666667,0.7857142857142857,0.7857142857142857,0.8863530576932327,0.7857142857142857,128.05333333333334,"Imagine a planet where gravity flows sideways, and nothing truly"
0.9720430107526883,0.97,0.925903614457832,0.9399999999999998,0.9046153846153856,0.91,0.8858447488584473,0.888888888888889,0.8464150943396225,0.81,0.8057142857142857,0.7866666666666666,0.7533333333333333,0.75,0.8577332792993901,0.7450980392156863,112.04307692307694,"It was a city that never slept, but not because"
0.9659574468085108,0.9700000000000001,0.9053571428571433,0.9099999999999999,0.8729113924050643,0.8899999999999999,0.8454954954954953,0.8666666666666667,0.7870370370370374,0.8,0.7393103448275863,0.7733333333333333,0.7275,0.73,0.8445643632230785,0.7281553398058253,104.54500000000002,My human is a curious creature — clumsy on two
0.9766666666666672,0.9666666666666666,0.93875,0.9375,0.924800000000001,0.9199999999999999,0.9109523809523804,0.888888888888889,0.88,0.82,0.8501333333333335,0.8533333333333334,0.797979797979798,0.797979797979798,0.8904307114910933,0.797979797979798,137.21400000000003,"They lie in quiet corners of our minds, those forgotten"
0.9957446808510638,1.0,0.9720238095238103,0.97,0.9620253164556963,0.96,0.9490990990990987,0.9666666666666667,0.908518518518519,0.9,0.8878160919540229,0.8666666666666667,0.8324999999999999,0.83,0.9005691497948498,0.8155339805825242,156.34315789473683,Social media platforms are double-edged swords in modern society. On
